(NULL, 37, 118),
(NULL, 38, 118),

-- Przegl퉐 119
(NULL, 39, 119),
(NULL, 40, 119),
(NULL, 41, 119),
(NULL, 42, 119),
(NULL, 43, 119),
(NULL, 44, 119),
(NULL, 45, 119),
(NULL, 46, 119),
(NULL, 47, 119),
(NULL, 48, 119),

-- Przegl퉐 120
(NULL, 49, 120),
(NULL, 50, 120),
(NULL, 51, 120),
(NULL, 52, 120),
(NULL, 53, 120),
(NULL, 54, 120),
(NULL, 20, 120),
(NULL, 21, 120),
(NULL, 22, 120),
(NULL, 23, 120),

-- Przegl퉐 121
(NULL, 24, 121),
(NULL, 25, 121),
(NULL, 26, 121),
(NULL, 27, 121),
(NULL, 28, 121),
(NULL, 29, 121),
(NULL, 30, 121),
(NULL, 31, 121),
(NULL, 32, 121),
(NULL, 33, 121),

-- Przegl퉐 122
(NULL, 34, 122),
(NULL, 35, 122),
(NULL, 36, 122),
(NULL, 37, 122),
(NULL, 38, 122),
(NULL, 39, 122),
(NULL, 40, 122),
(NULL, 41, 122),
(NULL, 42, 122),
(NULL, 43, 122),

-- Przegl퉐 123
(NULL, 44, 123),
(NULL, 45, 123),
(NULL, 46, 123),
(NULL, 47, 123),
(NULL, 48, 123),
(NULL, 49, 123),
(NULL, 50, 123),
(NULL, 51, 123),
(NULL, 52, 123),
(NULL, 53, 123),

-- Przegl퉐 124
(NULL, 49, 124),
(NULL, 50, 124),
(NULL, 51, 124),
(NULL, 52, 124),
(NULL, 53, 124),
(NULL, 54, 124),
(NULL, 20, 124),
(NULL, 21, 124),
(NULL, 22, 124),
(NULL, 23, 124),

-- Przegl퉐 125
(NULL, 24, 125),
(NULL, 25, 125),
(NULL, 26, 125),
(NULL, 27, 125),
(NULL, 28, 125),
(NULL, 29, 125),
(NULL, 30, 125),
(NULL, 31, 125),
(NULL, 32, 125),
(NULL, 33, 125),

-- Przegl퉐 126
(NULL, 34, 126),
(NULL, 35, 126),
(NULL, 36, 126),
(NULL, 37, 126),
(NULL, 38, 126),
(NULL, 39, 126),
(NULL, 40, 126),
(NULL, 41, 126),
(NULL, 42, 126),
(NULL, 43, 126),

-- Przegl퉐 127
(NULL, 44, 127),
(NULL, 45, 127),
(NULL, 46, 127),
(NULL, 47, 127),
(NULL, 48, 127),
(NULL, 49, 127),
(NULL, 50, 127),
(NULL, 51, 127),
(NULL, 52, 127),
(NULL, 53, 127)
